Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price,City
Nawab-e Punjab,"Indian, Cocktail Bars",Cocktail Bars,Indian,3.5,"7681 Boulevard Newman, Lasalle",45.43827,-73.62452,6,529.13,15143634444,False,$$,Montreal
Centrale Bergham,"Burgers, Sandwiches","Burgers, Sandwiches",NA,4.0,"7773 Boulevard Newman, Montreal",45.43827,-73.62452,3,583.84,15143793777,False,$$,Montreal
Excellente Fondue Chinoise,"Hot Pot, Chinese",Hot Pot,Chinese,2.5,"2036 Rue Lapierre, Montreal",45.436548,-73.615021,4,240.23,<NA>,False,$$,Montreal
Newman Steakhouse,"Steakhouses, Desserts, Seafood","Steakhouses, Desserts, Seafood",NA,5.0,"7205 Boulevard Newman, Montreal",45.44301,-73.61718,1,778.56,15143036850,False,$$,Montreal
Subway,"Sandwiches, Fast Food","Sandwiches, Fast Food",NA,3.5,"7919 Boulevard Newman, Lasalle",45.43642,-73.62613,5,634.22,15143645151,False,$,Montreal
Restaurant Peddlers,Canadian (New),Canadian (New),Canadian (New),3.0,"7500 Newman Boulevard, Lasalle",45.43994,-73.62077,10,492.29,15143647204,False,$$,Montreal
Marchigiani,"Sandwiches, Butcher",Sandwiches,NA,5.0,"7790 Rue Juliette, Lasalle",45.43758,-73.625919,1,638.06,15144896819,False,$$,Montreal
New Lasalle,Pizza,Pizza,NA,3.5,"1715 Rue Thierry, LaSalle",45.436444,-73.624172,6,482.85,15143668520,False,$$,Montreal
Kazo Ramen,Ramen,Ramen,NA,5.0,"7569 Boulevard Newman, Montreal",45.440352,-73.622429,4,591.16,15148002375,False,$$,Montreal
Sorriso,Italian,Italian,Italian,3.0,"7681 Boulevard Newman, Montreal",45.43827,-73.62452,2,529.13,15143653131,False,$$,Montreal
Pizza Hut,"Pizza, Chicken Wings, Fast Food","Pizza, Fast Food",NA,2.5,"7575 Boulevard Newman, Lasalle",45.440146,-73.622586,17,580.27,15145953944,False,$,Montreal
A&W,"Burgers, Fast Food","Burgers, Fast Food",NA,2.0,"7610 Boulevard Newman, Montreal",45.438992,-73.621993,2,452.52,15143687770,False,$,Montreal
Boustan,Lebanese,Lebanese,NA,3.5,"7757 Boulevard Newman, Lasalle",45.438268,-73.624521,2,575.86,14383803003,False,$,Montreal
PFK,"Fast Food, Chicken Wings, Chicken Shop",Fast Food,NA,1.5,"1551 Boulevard Shevchenko, LaSalle",45.431698,-73.625107,14,734.08,15143636660,False,$,Montreal
Pizza Pizza,Pizza,Pizza,NA,3.5,"7745 Boulevard Newman, Lasalle",45.43827,-73.62452,4,581.23,15147371111,False,$,Montreal
Le Taklamakan,Chinese,Chinese,Chinese,4.5,"7401 Boulevard Newman, Lasalle",45.4408,-73.621489,2,595.4,15143650005,False,$,Montreal
Café Intervallo Bistro-Bar,Cafes,Cafes,NA,5.0,"7786 Boulevard Newman, Lasalle",45.43702,-73.62411,2,485.29,15143644838,False,$,Montreal
Mon Tacos,"Mexican, Poutineries, Fast Food",Fast Food,Mexican,1.0,"7773b Boulevard Newman, Lasalle",45.437788,-73.625083,1,585.24,15143793777,False,$,Montreal
Pizza Boom,Pizza,Pizza,NA,5.0,"1711 Rue Thierry, Lasalle",45.43638,-73.62404,1,475.89,15143688000,False,$,Montreal
O'Sushi,Japanese,Japanese,Japanese,3.0,"7577 Newman Boul, Lasalle",45.439724,-73.622271,6,579.03,15143665777,False,$,Montreal
Sushi Newman,"Japanese, Sushi Bars",Sushi Bars,Japanese,3.5,"7763 Boulevard Newman, Lasalle",45.437975,-73.624881,4,577.85,15143638888,False,$,Montreal
Archibald Microbrasserie,"Salad, Burgers, Pizza","Burgers, Pizza",NA,3.5,"Aeroport de Montreal, Dorval",45.45786,-73.750892,95,458.98,15146879977,False,$$,Montreal
QDC Burger,"Burgers, Fast Food","Burgers, Fast Food",NA,3.0,"Zone réglementée - International, Dorval",45.461012,-73.748818,19,92.11,15146336773,False,$$,Montreal
Pork & Pickle,"Pubs, Barbeque","Pubs, Barbeque",NA,3.5,"975 Boulevard Roméo-Vachon N, Dorval",45.458344,-73.74852,40,388.06,15146339972,False,$$,Montreal
Paramount,"Lebanese, Halal",Lebanese,NA,4.0,"975 Boulevard Roméo-Vachon N, Dorval",45.45859,-73.748431,9,361.93,15145533993,False,$$,Montreal
UBar Resto Bar,"Bars, Burgers, Pizza","Bars, Burgers, Pizza",NA,3.5,"975 Boulevard Roméo Vachon N, Dorval",45.458758,-73.75307,20,455.77,15146316134,False,$$,Montreal
Eclipse Restaurant,"American, Bars",Bars,American,3.0,"Sheraton Montreal Airport Hotel, Dorval",45.453336,-73.741778,20,1103.78,15146312411,False,$$,Montreal
Restaurant Houston Steaks et Cotes Levees,Steakhouses,Steakhouses,NA,2.0,"Aeroport Trudeau Montreal, Dorval",45.456099,-73.753125,132,705.73,<NA>,False,$$,Montreal
Hurley's à Yul,"Pubs, Irish",Pubs,Irish,3.0,"975 Boulevard Roméo-Vachon N, Dorval",45.455484,-73.754261,56,807.6,15147731185,False,$$,Montreal
Bijou Resto Bar,"Bars, Canadian (New)",Bars,Canadian (New),3.5,"800 Place Leigh Capreol, Dorval",45.456055,-73.752193,21,681.63,15148285117,False,$$$,Montreal
Six Pints - Académie de la Bière,"Pubs, Gastropubs","Pubs, Gastropubs",NA,3.5,"975 Boulevard Roméo-Vachon, Dorval",45.460338,-73.747731,13,197.56,15146339972,False,$$,Montreal
Urban Crave,Sandwiches,Sandwiches,NA,2.5,"975 Boulveard Roméo-Vachon N, Dorval",45.457421,-73.752978,59,571.17,15146336773,False,$$,Montreal
Rotisserie St-Hubert,Fast Food,Fast Food,NA,3.0,"Trudeau International Airport, Dorval",45.457771,-73.748428,7,92.17,<NA>,False,$$,Montreal
YUL Pizza,Pizza,Pizza,NA,3.5,"975 Boulevard Roméo-Vachon N, Dorval",45.45816,-73.7472,11,433.16,15146316134,False,$$,Montreal
Tim Hortons,"Coffee & Tea, Breakfast & Brunch, Fast Food","Coffee & Tea, Fast Food",NA,2.5,"975 Boulevard Roméo-Vachon N, Dorval",45.45789,-73.748561,27,437.81,15146339972,False,$,Montreal
Bagel Bar,"Bagels, Sandwiches",Sandwiches,NA,2.5,"975 Boulevard Roméo-Vachon N, Montreal",45.45559,-73.753931,28,784.83,15146360606,False,$$,Montreal
L'Auberge Saint-Gabriel,"Bars, Canadian (New)",Bars,Canadian (New),2.0,"975 Boulevard Roméo Vachon N, Dorval",45.458977,-73.752504,17,408.48,15146339972,False,$$$,Montreal
Ryú,"Japanese, Sushi Bars",Sushi Bars,Japanese,3.0,"975 Boulevard Roméo-Vachon N, Dorval",45.469746,-73.744921,17,942.9,15144200005,False,$$,Montreal
John Molson Pub,"Bars, Burgers, Sandwiches","Bars, Burgers, Sandwiches",NA,3.5,"975 Boulevard Roméo-Vachon N, Dorval",45.45795,-73.75157,3,459.2,15146339972,False,$$,Montreal
Upper Crust,Sandwiches,Sandwiches,NA,3.0,"975 Boulevard Roméo Vachon N, Dorval",45.459073,-73.755816,5,601.43,15146336773,False,$$,Montreal
Ryú,"Japanese, Sushi Bars, Poke",Sushi Bars,Japanese,2.5,"800 Place Leigh Capreol, Dorval",45.455772,-73.75391,8,766.28,15146310455,False,$$,Montreal
Moe's Déli et Bar,Delis,Delis,NA,2.0,"Montréal-Pierre Elliott Trudeau International Airport, Dorval",45.458373,-73.747026,41,416.33,15146339972,False,$$,Montreal
Sushi Shop,Sushi Bars,Sushi Bars,NA,3.0,"975 Boulevard Roméo-Vachon N, Dorval",45.458159,-73.750344,3,415.75,15146319634,False,$$,Montreal
Java U,"Coffee & Tea, Sandwiches","Coffee & Tea, Sandwiches",NA,3.0,"975 Boulevard Roméo Vachon N, Dorval",45.457804,-73.751904,9,493.63,15146364449,False,$,Montreal
Vino Volo,"Wine Bars, Tapas/Small Plates",Wine Bars,NA,2.5,"975 Boulevard Roméo Vachon, Dorval",45.457406,-73.751616,3,525.22,15146369877,False,$$,Montreal
Le Bar Sportif,"Sports Bars, American",Sports Bars,American,2.5,"975 Boulevard Roméo Vachon Nord, Dorval",45.455568,-73.750607,21,702.56,<NA>,False,$$,Montreal
Subway,"Sandwiches, Fast Food","Sandwiches, Fast Food",NA,3.5,"975 Boulevard Roméo-Vachon Nord, Dorval",45.45795,-73.75157,3,459.12,15146337333,False,$$,Montreal
Le Petit Comptoir à Sandwich,Sandwiches,Sandwiches,NA,4.5,"975 Boulevard Roméo-Vachon N, Montreal",45.455992,-73.753985,2,747.9,15146360606,False,$$,Montreal
Bistrot Montréal-Trudeau,Cafes,Cafes,NA,2.0,"7 Boulevard Roméo-Vachon N, Dorval",45.45766,-73.75058,8,530.79,15146339972,False,$$,Montreal
MBCo La Boulangerie de Montréal,"Coffee & Tea, Sandwiches","Coffee & Tea, Sandwiches",NA,2.0,"975 Boulevard Romeo-Vachon, Dorval",45.457951,-73.751572,1,459.2,<NA>,False,$$,Montreal
Baero,"Wine Bars, Beer, Wine & Spirits, Canadian (New)","Wine Bars, Beer, Wine & Spirits",Canadian (New),4.0,"975 Boulevard Roméo Vachon Nord, Dorval",45.458653,-73.757207,1,718.74,<NA>,False,$$,Montreal
ICE Bar,"Pubs, Middle Eastern",Pubs,Middle Eastern,2.0,"Zone réglementée, Dorval",45.458864,-73.748159,2,336.2,15146339972,False,$$,Montreal
Casey'S,"American, Bars",Bars,American,2.5,"Aéroport Montréal-Trudeau, Dorval",45.457951,-73.751572,4,464.98,15146339972,False,$$,Montreal
Cafe Bagel 2 Montreal,"Bagels, Sandwiches",Sandwiches,NA,2.0,"975 boul. Roméo-Vachon N, Dorval",45.455616,-73.754107,1,788.88,<NA>,False,$$,Montreal
La Tapenade,Mediterranean,Mediterranean,Mediterranean,2.5,", Dorval",45.469738,-73.74492,2,942.13,15146339972,False,$$,Montreal
Cabine M,American,American,American,3.5,"975 Rue Romeo Vachon N, Montreal",45.457951,-73.751572,3,459.2,15146339972,False,$$$$,Montreal
Burger King,Fast Food,Fast Food,NA,1.5,"975 Boulevard Roméo-Vachon N, Dorval",45.458449,-73.750404,6,385.53,<NA>,False,$,Montreal
DBurger,"Burgers, Food Trucks",Burgers,NA,2.5,"59 Avenue Monseigneur-Langlois, Pincourt",45.374494,-73.992268,3,21314.14,15145121328,False,$,Montreal
Camden Food Co,Gluten-Free,Gluten-Free,NA,1.5,"975 Boulevard Roméo-Vachon N, Dorval",45.45795,-73.75157,4,459.2,15146336773,False,$,Montreal
Crescendo,"Breakfast & Brunch, Italian, French",Breakfast & Brunch,"Italian, French",3.5,"5150 Boulevard LaSalle, Verdun",45.4548,-73.563846,44,84.69,15147662171,False,$$,Montreal
Comptoir 21,Fish & Chips,Fish & Chips,NA,4.0,"4844 Rue Wellington, Montreal",45.456885,-73.56741,48,438.99,15145643474,False,$$,Montreal
Villa Wellington,Peruvian,Peruvian,Peruvian,4.0,"4701 Rue Wellington, Verdun",45.45776,-73.56772,60,526.77,15147680102,False,$$,Montreal
Sweet Lee's,"Desserts, Bakeries, Cafes","Desserts, Cafes",NA,4.5,"4150 Rue Wellington, Verdun",45.462591,-73.567018,51,985.1,15148469318,False,$,Montreal
Palais d'Ajit,Indian,Indian,Indian,4.5,"4801 Avenue Verdun, Montreal",45.457381,-73.571999,47,762.01,15147023699,False,$$,Montreal
Sushi Bae,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"4910A Rue Wellington, Montreal",45.456536,-73.5674,16,411.91,14383873868,False,$$,Montreal
L'in-Time,"Italian, Seafood",Seafood,Italian,4.5,"4619 Rue Wellington, Verdun",45.45819,-73.56773,17,557.95,15142271797,False,$$,Montreal
Jack Le Coq,Chicken Shop,Chicken Shop,NA,4.0,"4501 Rue Wellington, Montreal",45.459091,-73.567559,22,641.19,15144747777,False,$$,Montreal
El Sabor de México,Mexican,Mexican,Mexican,4.0,"5013 Rue Wellington, Verdun",45.455904,-73.567797,43,395.84,15143628888,False,$$,Montreal
Restaurant Woodland,Pizza,Pizza,NA,3.5,"5443 Rue Wellington, Verdun",45.45249,-73.568076,31,404.59,15147681171,False,$$,Montreal
Paname,Bistros,Bistros,NA,4.0,"4847 Rue Wellington, Verdun",45.456775,-73.567689,9,446.38,15146576263,False,$$,Montreal
Cafe Frejus,Cafes,Cafes,NA,4.5,"5810 Rue De Verdun, Verdun",45.4492,-73.57226,32,885.07,15147682134,False,$$,Montreal
Mr. Dumpling,"Dumplings, Bubble Tea, Chinese",Dumplings,Chinese,4.0,"5045 Rue Wellington, Verdun",45.45563,-73.56797,10,381.23,15147698666,False,$$,Montreal
Bossa,"Imported Food, Sandwiches",Sandwiches,NA,4.0,"4354 Rue Wellington, Montreal",45.460407,-73.567082,23,757.3,14383871211,False,$$,Montreal
Les îles en ville,Canadian (New),Canadian (New),Canadian (New),4.0,"5335 Rue Wellington, Montreal",45.45338,-73.567974,9,363.83,15145440854,False,$$,Montreal
Honi Honi,Hawaiian,Hawaiian,NA,3.5,"4559 Rue Wellington, Montreal",45.45868,-73.56762,23,605.29,15143796828,False,$$,Montreal
Boustan,Lebanese,Lebanese,NA,3.5,"4912 Rue Wellington, Verdun",45.45645,-73.56729,19,405.05,15143794912,False,$$,Montreal
Café Jardin,"Cafes, Venues & Event Spaces, Shared Office Spaces",Cafes,NA,4.5,"4437 Rue Wellington, Verdun",45.45965,-73.5676,6,693.78,14384764791,False,$$,Montreal
Namasté Inde,Indian,Indian,Indian,4.5,"4320 Rue Wellington, Verdun",45.461532,-73.567008,5,872.6,15144192224,False,$$,Montreal
Komma Rosta,"Asian Fusion, Coffee Roasteries",Coffee Roasteries,Asian Fusion,5.0,"5300 Rue Wellington, Montreal",45.453765,-73.567719,5,337.13,14383754265,False,$$,Montreal
Falafel Yoni,Falafel,Falafel,NA,4.5,"4549 Rue Wellington, Verdun",45.458777,-73.567524,5,610.64,15144245473,False,$$,Montreal
GaNaDaRa,Korean,Korean,Korean,4.5,"4436 Rue Wellington, Verdun",45.459645,-73.567109,4,680.45,15147678880,False,$$,Montreal
Lili & Oli,Cafes,Cafes,NA,4.5,"4554 Rue Wellington, Montreal",45.458709,-73.567186,7,590.74,<NA>,False,$$,Montreal
New Verdun,International,International,NA,3.5,"5001 Rue de Verdun, Verdun",45.45613,-73.57227,12,722.48,15147662375,False,$$,Montreal
Pho Bac No1,Vietnamese,Vietnamese,Vietnamese,3.0,"4707 Wellington Rue, Verdun",45.45769,-73.56772,25,523.9,15143621022,False,$$,Montreal
Moa Moa,Korean,Korean,Korean,4.5,"4424 Rue Wellington, Montreal",45.459841,-73.567091,9,699.69,15147320000,False,$$,Montreal
Zappy Pizza,Pizza,Pizza,NA,3.5,"11 De L'eglise Rue, Verdun",45.462887,-73.563881,16,977.87,15147622222,False,$$,Montreal
Menu Sur Le Pouce,Canadian (New),Canadian (New),Canadian (New),4.5,"5155 Rue Wellington, Montreal",45.45482,-73.56794,2,358.21,15146169996,False,$$,Montreal
Triple Pizza,"Pizza, Burgers, Sandwiches","Pizza, Burgers, Sandwiches",NA,4.5,"4594 Rue de Verdun, Montreal",45.458842,-73.571589,4,826.97,15145077587,False,$$,Montreal
Uniburger,Burgers,Burgers,NA,4.0,"4621 Rue Wellington, Verdun",45.45818,-73.567647,5,555.63,<NA>,False,$$,Montreal
Viet Express,"Vietnamese, Sandwiches",Sandwiches,Vietnamese,4.0,"4536 Rue Wellington, Montreal",45.458815,-73.567208,11,604.4,15149039877,False,$$,Montreal
Rex Pizza,Pizza,Pizza,NA,4.0,"4811 Rue Wellington, Verdun",45.45713,-73.56782,10,472.82,15147683718,False,$,Montreal
Luciano Ristorante,Italian,Italian,Italian,3.5,"4609 Rue de Verdun, Verdun",45.4585,-73.57199,7,824.04,15148071353,False,$$,Montreal
Le Cheese Truck,"Food Trucks, Comfort Food",Food Trucks,NA,4.0,", Montreal",45.471466,-73.626518,14,5273.95,15144873316,False,$,Montreal
Subway,"Sandwiches, Fast Food","Sandwiches, Fast Food",NA,4.5,"4650 Rue de Verdun, Verdun",45.458121,-73.571617,2,780.07,15145640190,False,$,Montreal
P.A. & Gargantua,"Food Trucks, Sandwiches",Sandwiches,NA,4.0,", Montreal",45.512402,-73.554688,13,5322.82,15146790038,False,$$,Montreal
Café Chato,Themed Cafes,Themed Cafes,NA,4.5,"4833 Rue de Verdun, Montreal",45.457104,-73.572059,4,751.94,15147685555,False,$$,Montreal
Basha,Lebanese,Lebanese,NA,3.0,"5001 Rue Wellington, Verdun",45.455971,-73.567848,5,400.27,15143620300,False,$$,Montreal
Pizza Wellington,Pizza,Pizza,NA,4.0,"4230A Rue Wellington, Montreal",45.46149,-73.56688,5,869.28,15147620101,False,$$,Montreal
Pizza Expresso,Pizza,Pizza,NA,3.0,"4634 Rue Wellington, Verdun",45.458106,-73.567302,9,538.61,15147675999,False,$,Montreal
Slice + Soda - Verdun,Pizza,Pizza,NA,4.0,"4319 Rue Wellington, Montreal",45.460737,-73.567336,2,798.76,<NA>,False,$,Montreal
Chef Tang,"Thai, Dim Sum, Seafood",Seafood,Thai,3.5,"4123 Rue de Verdun, Verdun",45.462685,-73.571519,4,1144.68,15147687777,False,$,Montreal
St-Hubert Express,"Chicken Shop, Barbeque",Barbeque,NA,3.5,"4120 Boulevard Lasalle, Montreal",45.462407,-73.562979,5,924.55,15143855555,False,$,Montreal
L'Oeufrier,Breakfast & Brunch,Breakfast & Brunch,NA,4.5,"10 Rue de l'Église, Verdun",45.462261,-73.563444,2,907.58,15144192122,False,$,Montreal
Brook,"Pizza, Cafes","Pizza, Cafes",NA,3.5,"4900 Rue Wellington, Montreal",45.456584,-73.567437,7,417.61,<NA>,False,$,Montreal
Dragon de Chine,Chinese,Chinese,Chinese,2.5,"4596 Rue de Verdun, Verdun",45.458806,-73.571583,18,824.05,15143620505,False,$,Montreal
Tandoori Delicious,Indian,Indian,Indian,2.5,"4616 Rue Wellington, Montreal",45.45816,-73.56714,5,538.88,15147673000,False,$,Montreal
Casse Croute Normand,Canadian (New),Canadian (New),Canadian (New),3.5,"4826 De Verdun Rue, Verdun",45.45719,-73.57158,10,734.63,15144398285,False,$$,Montreal
McDonald's,"Fast Food, Burgers","Fast Food, Burgers",NA,1.5,"4300 Boulevard la Salle, Verdun",45.460774,-73.562746,13,744.15,15147677924,False,$,Montreal
Elvita's,"Food Trucks, Mediterranean, Latin American",Food Trucks,"Mediterranean, Latin American",4.5,"2931 Rue Masson, Montreal",45.54847,-73.574876,4,10531.54,15146041515,False,$,Montreal
L'Annexe St-Ambroise,Brasseries,Brasseries,NA,4.0,"5080 Rue Saint-Ambroise, Montreal",45.468584,-73.590714,44,370.92,15149393060,False,$$,Montreal
Tuck Shop,"Italian, Canadian (New)",Italian,"Italian, Canadian (New)",4.5,"4662 Rue Notre-Dame O, Montreal",45.47289,-73.58826,81,603.27,15144397432,False,$$$,Montreal
Elena,"Italian, Wine Bars",Wine Bars,Italian,4.0,"5090 Rue Notre-Dame O, Montreal",45.46971,-73.59172,57,495.17,15143794883,False,$$$,Montreal
McKiernan,"Breakfast & Brunch, Sandwiches",Sandwiches,NA,4.5,"5524 Rue Saint-Patrick, Montreal",45.463602,-73.594949,40,835.8,15147596677,False,$$$,Montreal
Adamo,Pizza,Pizza,NA,4.0,"4629 Rue Notre-Dame O, Montreal",45.473375,-73.58829,71,640.75,14383861800,False,$,Montreal
Arthurs,"Breakfast & Brunch, Canadian (New)",Breakfast & Brunch,Canadian (New),4.0,"4621 Notre Dame St, Montreal",45.473435,-73.588285,206,647.06,15147575190,False,$$,Montreal
Tacos Frida,Mexican,Mexican,Mexican,4.5,"4350 Rue Notre Dame O, Montreal",45.475189,-73.586303,72,819.08,15149359696,False,$,Montreal
Tejano BBQ Burrito,Tex-Mex,Tex-Mex,NA,4.0,"511 Rue de Courcelle, Montreal",45.47293,-73.58887,62,622.92,15143033500,False,$$,Montreal
Seasoned Dreams,Caribbean,Caribbean,Caribbean,4.5,"5509 Rue Laurendeau, Montreal",45.463398,-73.588098,18,516.68,15147692222,False,$$,Montreal
Cordova,"Coffee & Tea, Cocktail Bars, Tapas Bars","Coffee & Tea, Cocktail Bars, Tapas Bars",NA,4.5,"4606 Rue Notre-Dame O, Montreal",45.47334,-73.588007,20,646.33,15146474338,False,$$,Montreal
Ruby Café,"Breakfast & Brunch, Themed Cafes, Sandwiches","Themed Cafes, Sandwiches",NA,4.5,"3824 Rue Saint-Patrick, Montreal",45.468903,-73.582439,6,308.4,15149388899,False,$$,Montreal
Le Tequila Bar,"Bars, Mexican",Bars,Mexican,3.5,"4401 rue Notre-Dame Ouest, Saint-Henri",45.47478,-73.58713,44,783.15,15143034401,False,$$,Montreal
Campanelli,Cafes,Cafes,NA,4.5,"4634 Notre Dame O, Montreal",45.47324,-73.58804,23,624.97,15149337770,False,$$,Montreal
TRAN Cantine,Vietnamese,Vietnamese,Vietnamese,4.0,"4690 Rue Notre-Dame O, Montreal",45.472788,-73.588507,38,583.45,15143794690,False,$$,Montreal
Tacos Victor,Mexican,Mexican,Mexican,4.0,"4280 Rue Notre-Dame O, Montréal-Ouest",45.475692,-73.585989,71,874.83,15149326837,False,$,Montreal
Bar Bara,"Italian, Wine Bars",Wine Bars,Italian,4.0,"4450 Rue Notre-Dame O, Montreal",45.474368,-73.587245,18,729.92,14383757209,False,$,Montreal
Dreamy,"Bakeries, Coffee & Tea, Pop-Up Restaurants",Coffee & Tea,NA,4.5,"3780 Rue Saint-Patrick, Montreal",45.470163,-73.581394,5,448.68,15148825288,False,$,Montreal
Cafe Del Monko,"Bars, Cafes, Canadian (New)","Bars, Cafes",Canadian (New),5.0,"4710 Rue St-Ambroise, Montreal",45.470273,-73.585849,1,272.86,15149899945,False,$,Montreal
L'Ambroisie,French,French,French,3.5,"4020 Rue Saint-Ambroise, Montreal",45.475198,-73.580314,8,935.18,15149320641,False,$$,Montreal
Moonshine BBQ Smokehouse,"Smokehouse, Barbeque",Barbeque,NA,5.0,"4370 Rue Notre-Dame O, Montreal",45.475023,-73.58659,4,801.42,15149385333,False,$$,Montreal
F+F Pizza,Pizza,Pizza,NA,3.0,"Rue Notre-Dame Ouest, Montreal",45.474758,-73.586887,32,773.51,15145080808,False,$$,Montreal
SILOVE,Themed Cafes,Themed Cafes,NA,5.0,", Montreal",45.466744,-73.588422,1,218.47,<NA>,False,$$,Montreal
Uniburger,"Burgers, Fast Food","Burgers, Fast Food",NA,3.5,"4412 Rue Notre-Dame O, Montreal",45.474614,-73.586966,23,758.15,15144196555,False,$$,Montreal
Ramen 9000,Ramen,Ramen,NA,4.5,"4609 Rue Notre Dame O, Montreal",45.47359,-73.58826,7,662.41,15148461555,False,$$,Montreal
Lloydie's - Saint-Henri,Caribbean,Caribbean,Caribbean,4.5,"4601 Rue Notre Dame O, Montreal",45.473643,-73.588135,4,666.45,15149383883,False,$$,Montreal
Club Social PS,Pizza,Pizza,NA,4.5,"5090 Rue Notre-Dame O, Montreal",45.46971,-73.59172,2,495.17,15143794883,False,$$,Montreal
Restaurant Da Frank,Italian,Italian,Italian,4.5,"5651 Rue Laurendeau, Montreal",45.46181,-73.5883,5,680.68,15147650389,False,$$,Montreal
Oorja,"Cocktail Bars, Chinese",Cocktail Bars,Chinese,3.0,"4293 R. Notre Dame Street W, Montreal",45.475578,-73.586467,2,862.63,15149622215,False,$$,Montreal
G.O.A.T Grill,"Chicken Shop, Burgers, Poutineries",Burgers,NA,5.0,"4376 Rue Notre-Dame O, Montreal",45.474966,-73.586623,1,795.22,15148461981,False,$$,Montreal
Crofre,"Desserts, Food Delivery Services, Korean",Desserts,Korean,4.0,"4207 Notre-Dame Street W, Montreal",45.476378,-73.585923,1,951.22,<NA>,False,$$,Montreal
Hank,"Breakfast & Brunch, Sandwiches",Sandwiches,NA,3.0,"4619 Rue Notre-Dame O, Montreal",45.47355,-73.58837,1,652.75,15144395970,False,$$,Montreal
Allo Pizza Express,Pizza,Pizza,NA,3.5,"1783 Avenue De L'Eglise, Montreal",45.463778,-73.587615,2,465.51,15146582556,False,$,Montreal
Obvious Burger,Burgers,Burgers,NA,5.0,"1800 Avenue de l'Église, Montreal",45.46353,-73.58811,1,501.49,<NA>,False,$,Montreal
Café Zin-Zin,"Cafes, French",Cafes,French,4.0,"1001 Rue Lenoir, Montreal",45.476747,-73.592259,3,1102.87,15144394999,False,$$,Montreal
Pizza Safine,Pizza,Pizza,NA,4.0,"1545 Avenue de l'Église, Montreal",45.463606,-73.58354,1,509.28,15149039005,False,$$,Montreal
Churros St-Henri,Argentine,Argentine,NA,4.0,"291 Rue Beaudoin, Montreal",45.474343,-73.585565,1,725.96,15147479988,False,$$,Montreal
Cafe Moccaccino,"Salad, Cafes, Sandwiches","Cafes, Sandwiches",NA,3.0,"4945 Rue Notre-Dame O, Montreal",45.470743,-73.590812,1,491.27,15149898111,False,$$,Montreal
Cafe Cantinova,"Delicatessen, Cafes",Cafes,NA,3.5,"4035 Rue Saint-Ambroise, Montreal",45.475592,-73.580605,2,963.53,15149372227,False,$$,Montreal
Estiatorio Milos,Greek,Greek,Greek,4.5,"5357 Ave Du Parc, Montreal",45.521735,-73.600452,167,171.47,15142723522,False,$$$$,Montreal
Île Flottante,French,French,French,4.5,"174-176 Rue Saint-Viateur O, Montreal",45.52352,-73.60079,130,204.38,15142786854,False,$$$,Montreal
