Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price,City
Pizza Hut,"Pizza, Chicken Wings, Fast Food","Pizza, Fast Food",NA,2.0,"1910 Pembina Highway, Winnipeg",49.82263,-97.152497,4,1318.62,12049534133,False,$$,Winnipeg
Pizza Pizza,"Pizza, Italian, Chicken Wings",Pizza,Italian,2.0,"1740 Pembina Highway, Winnipeg",49.826575,-97.15207,1,1172.63,12049571111,False,$$,Winnipeg
Morals Village HotPot,"Chinese, Hot Pot",Chinese,Chinese,3.0,"102-1855 Pembina Highway, Winnipeg",49.822914,-97.153178,2,976.63,<NA>,False,$$,Winnipeg
Vietnamese Paradise,"Chinese, Vietnamese, Imported Food",Chinese,"Chinese, Vietnamese",3.0,"1480 Pembina Hwy, Winnipeg",49.83573,-97.15005,2,1694.37,12042848507,False,$,Winnipeg
Aalto's Garden Cafe,"Breakfast & Brunch, Canadian (New), Buffets",Breakfast & Brunch,Canadian (New),1.5,"1824 Pembina Hwy, Winnipeg",49.823924,-97.152574,3,1187.04,12044786422,False,$,Winnipeg
Yougot Chinese Restaurant,Chinese,Chinese,Chinese,2.0,"1521 Pembina Highway, Winnipeg",49.83415,-97.15072,5,1555.49,12042846618,False,$$,Winnipeg
KFC,"Chicken Wings, Fast Food, Chicken Shop",Fast Food,NA,1.0,"2079 Pembi Highway, Winnipeg",49.814608,-97.152477,1,1655.64,12049878312,False,$$,Winnipeg
Idol Asian Cuisine,"Korean, Chinese",Korean,"Korean, Chinese",2.0,"1910 Pembina Hwy, Winnipeg",49.82263,-97.152497,4,1318.62,12042696688,False,$$,Winnipeg
Szechuan Restaurant,Chinese,Chinese,Chinese,1.0,"1607 Pembina Highway, Winnipeg",49.83158,-97.15153,1,1350.77,12044535241,False,$$,Winnipeg
Chicken Delight,Chicken Wings,Chicken Wings,NA,1.5,"1349 Pembina Hwy, Winnipeg",49.8397,-97.15279,6,1895.72,12049821350,False,$$,Winnipeg
Banh Mi House,"Sandwiches, Vietnamese",Sandwiches,Vietnamese,3.5,"1373 Pembina Highway, Winnipeg",49.83914,-97.152237,3,1870.27,12044149090,False,$$,Winnipeg
Masa Japanese Restaurant,Japanese,Japanese,Japanese,2.5,"2077 Pembina Hwy, Winnipeg",49.814192,-97.152262,3,1571.46,12042613131,False,$$,Winnipeg
YGF Malatang Hotpot,"Hot Pot, Chinese",Hot Pot,Chinese,1.0,"1609 Pembina Highway, Winnipeg",49.83146,-97.15155,1,1343.27,<NA>,False,$$,Winnipeg
Salisbury House of Canada,Restaurants,Restaurants,NA,3.0,"2081 Pembina Hwy, Winnipeg",49.813973,-97.152309,2,1667.83,12042610664,False,$$,Winnipeg
Top 10 Desserts and Bistro,Asian Fusion,Asian Fusion,Asian Fusion,2.0,"16-2077 Pembina Highway, Winnipeg",49.814209,-97.152283,2,1571.46,12044219138,False,$$,Winnipeg
Za Pizza Bistro,Pizza,Pizza,NA,4.0,"E-1220 St. Mary's Road, Winnipeg",49.828415,-97.116082,20,1101.92,12046150808,False,$$,Winnipeg
Maxime's Restaurant & Lounge,"Lounges, Comfort Food",Lounges,NA,3.0,"1131 Saint Mary's Road, Winnipeg",49.83305,-97.11394,30,1230.17,12042571521,False,$$,Winnipeg
Earls Kitchen + Bar,"Canadian (New), Cocktail Bars",Cocktail Bars,Canadian (New),2.5,"1215 St. Mary's Road, Winnipeg",49.828686,-97.113975,23,1240.34,12042541600,False,$$,Winnipeg
Kawaii Crepe,"Creperies, Bubble Tea",Creperies,NA,3.0,"1220 St Marys Road, Winnipeg",49.828349,-97.115817,17,1122.2,12046913700,False,$$,Winnipeg
Montana's BBQ & Bar,"Comfort Food, Steakhouses, Canadian (New)",Steakhouses,Canadian (New),3.0,"1221 St Mary'S Rd, Winnipeg",49.827912,-97.114083,17,1255.32,12042542128,False,$$,Winnipeg
Restö,"Restaurants, Resorts, Day Spas",Restaurants,NA,5.0,"775 Crescent Dr, Winnipeg",49.8335,-97.13948,1,677.22,12042846868,False,$$,Winnipeg
George's Burgers & Subs,"Sandwiches, Burgers","Sandwiches, Burgers",NA,3.0,"1141 St Mary's Rd, Winnipeg",49.83265,-97.11412,29,1202.93,12042573856,False,$$,Winnipeg
Rakan House Restaurant,"Asian Fusion, Thai, Malaysian",Asian Fusion,"Asian Fusion, Thai, Malaysian",2.5,"1127 St. Mary's Road, Winnipeg",49.83364,-97.11365,6,1244.31,12044176688,False,$$,Winnipeg
Chef Song’s Chinese Restaurant,Chinese,Chinese,Chinese,5.0,"1127 Saint Marys Road, Winnipeg",49.83364,-97.11365,1,1244.31,12044176688,False,$$,Winnipeg
Original Joe's Restaurant & Bar,"American, Bars",Bars,American,1.5,"1220 St. Mary's Road, Winnipeg",49.82833,-97.11587,3,1119.07,12044142966,False,$$,Winnipeg
La Pampa Empanadas Gourmet,"Argentine, Desserts",Desserts,NA,5.0,"1604 St Mary's Road, Winnipeg",49.819543,-97.113453,1,1799.56,12046158969,False,$$,Winnipeg
Burrito Splendido,Mexican,Mexican,Mexican,3.5,"1504 St Mary's Road, Winnipeg",49.826105,-97.115538,8,1234.82,12042576127,False,$,Winnipeg
McDonald's,"Fast Food, Burgers, Coffee & Tea","Fast Food, Burgers, Coffee & Tea",NA,1.5,"1501 St. Mary's Road, Winnipeg",49.82641,-97.114305,4,1312.5,12049496042,False,$,Winnipeg
McDonald's,"Fast Food, Burgers","Fast Food, Burgers",NA,2.0,"1225 St. Mary's Rd., Winnipeg",49.826578,-97.113993,1,1312.54,12049495419,False,$,Winnipeg
Victoria Seafood Restaurant,Chinese,Chinese,Chinese,2.5,"1086 St Marys Rd, Winnipeg",49.83545,-97.11387,6,1314.12,12042550665,False,$$,Winnipeg
Miriwa Restaurant,Chinese,Chinese,Chinese,2.5,"1572 Saint Mary's Road, Winnipeg",49.82335,-97.11444,8,1469.59,12042571650,False,$$,Winnipeg
KFC,"Chicken Wings, Fast Food, Chicken Shop",Fast Food,NA,1.0,"1100 St Mary's Road, Winnipeg",49.83488,-97.11397,4,1275.09,12049878209,False,$$,Winnipeg
Tim Hortons,Cafes,Cafes,NA,1.0,"1225 St Mary's Rd, Winnipeg",49.829062,-97.114563,1,1224.31,12042574683,False,$$,Winnipeg
Quality Pizza,Pizza,Pizza,NA,4.5,"840 St Mary's Road, Winnipeg",49.848463,-97.112931,2,2306.15,12047773901,False,$$,Winnipeg
Jimmy The Greek,"Fast Food, Greek",Fast Food,Greek,2.0,"1225 St Mary's Road, Winnipeg",49.829062,-97.114563,4,1224.31,12042567325,False,$$,Winnipeg
Pizza Pizza,"Pizza, Italian, Chicken Wings",Pizza,Italian,1.5,"1074 St Marys Road, Winnipeg",49.836616,-97.113429,2,1383.42,12049571111,False,$$,Winnipeg
Wendy's,"Burgers, Fast Food","Burgers, Fast Food",NA,1.0,"1230 St. Marys Road, Winnipeg",49.82785,-97.11539,2,1173.1,<NA>,False,$$,Winnipeg
Dairy Queen/Orange Julius Treat Ctr,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",NA,1.0,"140-1225 St Mary's Rd, Winnipeg",49.82893,-97.11455,1,1224.31,12042531589,False,$$,Winnipeg
Burger King,Fast Food,Fast Food,NA,1.5,"1496 St Mary's Rd, Winnipeg",49.826571,-97.114821,3,1226.31,12049878425,False,$$,Winnipeg
Popeye's Chicken,"Fast Food, Chicken Wings, Seafood","Fast Food, Seafood",NA,3.0,"1070 St Mary's Road, Winnipeg",49.836714,-97.113075,2,1403.12,12042558771,False,$$,Winnipeg
Subway,"Fast Food, Sandwiches","Fast Food, Sandwiches",NA,1.0,"333 St Mary Ave, Winnipeg",49.825706,-97.114822,1,1300.95,12046911484,False,$$,Winnipeg
Dairy Queen Store,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",NA,1.0,"920 St Marys Rd, Winnipeg",49.844285,-97.113033,1,1932.53,12042564806,False,$$,Winnipeg
Lahori Kitchen,"Halal, Pakistani",Halal,NA,1.0,"1125 St Mary's Road, Winnipeg",49.833789,-97.113631,1,1264.93,12044144000,False,$$,Winnipeg
Bourbon St. Grill,Canadian (New),Canadian (New),Canadian (New),2.5,"1225 St. Mary's Road, Winnipeg",49.829562,-97.113579,2,1249.98,12044150168,False,$$,Winnipeg
Bayview Restaurants,American,American,American,2.0,"Deer Point Road, Winnipeg",49.847469,-97.148178,1,2193.88,<NA>,False,$$,Winnipeg
Sizzling Dhaba,Indian,Indian,Indian,4.5,"628A St Anne's Rd, Winnipeg",49.830559,-97.08818,11,495.95,12046634222,False,$$,Winnipeg
Harth Mozza & Wine Bar,Italian,Italian,Italian,4.0,"980 St Anne's Road, Winnipeg",49.818796,-97.081331,36,1696.52,12042550003,False,$$$,Winnipeg
Santa Ana Pizzeria & Bistro,"Pizza, Italian",Pizza,Italian,4.5,"1631 St. Mary's Road, Winnipeg",49.81991,-97.11201,25,1743.65,12044151440,False,$$,Winnipeg
Siam Authentic Thai Cuisine,"Thai, Soup, Vegetarian",Thai,Thai,3.0,"587 St.Anne's Road, Winnipeg",49.83278,-97.08874,18,473.4,12042547765,False,$$,Winnipeg
Big Guy's Ranch & Saloon,"Sports Bars, Comfort Food, American",Sports Bars,American,4.0,"16-200 Meadowood Drive, Winnipeg",49.82757,-97.105637,17,851.89,12042536569,False,$,Winnipeg
Bellamy's Restaurant & Bar,"Mediterranean, American, Bars",Bars,"Mediterranean, American",4.0,"845 Dakota Street, Winnipeg",49.82964,-97.10505,6,717.99,12042536335,False,$,Winnipeg
Sushi Ai,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.5,"680 St. Annes Road, Winnipeg",49.826689,-97.085717,11,834.23,12044155445,False,$$,Winnipeg
Dairy Delight,Burgers,Burgers,NA,4.5,"467 St Anne's Road, Winnipeg",49.84435,-97.095808,11,1472.57,12042554945,False,$$,Winnipeg
La Fiesta Cafecito & Restaurant,Mexican,Mexican,Mexican,3.5,"730 St Anne's Rd, Winnipeg",49.823189,-97.085103,16,1136.58,12042577108,False,$$,Winnipeg
Bellamy's,"Canadian (New), Salad",Canadian (New),Canadian (New),4.5,"1-845 Dakota Street, Winnipeg",49.82964,-97.10505,2,720.91,12042536335,False,$$,Winnipeg
Smitty's Family Restaurant & Lounge,"American, Breakfast & Brunch, Chicken Wings",American,American,3.5,"150 Meadowood Drive, Winnipeg",49.82543,-97.11108,6,1306.5,12042561242,False,$,Winnipeg
Red Swan Pizza,Pizza,Pizza,NA,4.5,"620 Dakota Street, Winnipeg",49.835289,-97.112141,5,1306.86,12043068888,False,$,Winnipeg
New China Kitchen,Chinese,Chinese,Chinese,4.0,"446 St Anne's Rd, Winnipeg",49.845099,-97.097004,8,1569.51,12042530713,False,$$,Winnipeg
Cafe LemonTree,"Korean, Breakfast & Brunch, Asian Fusion",Korean,"Korean, Asian Fusion",4.5,"1631 St Mary's Road, Winnipeg",49.819678,-97.112514,6,1782.17,12046912454,False,$$,Winnipeg
Joey's Seafood Restaurants,"Seafood, Salad, Fish & Chips",Seafood,NA,4.0,"166 Meadowood Drive, Winnipeg",49.82621,-97.10933,1,1138.09,12042577544,False,$$,Winnipeg
Tang Dynasty Chinese Restaurant,Chinese,Chinese,Chinese,4.0,"730 St.Annes Road, Winnipeg",49.823296,-97.085149,8,1125.31,12048886661,False,$$,Winnipeg
Sushi N,Sushi Bars,Sushi Bars,NA,3.5,"726 St Anne's Road, Winnipeg",49.822782,-97.08306,10,1190.62,12042544647,False,$$,Winnipeg
QDOBA Mexican Eats,"Mexican, Fast Food",Fast Food,Mexican,5.0,"831 Dakota Street, Winnipeg",49.83044,-97.1064,1,817.12,12042537768,False,$$,Winnipeg
Boston Pizza,Pizza,Pizza,NA,2.0,"1919 Bishop Grandin Blvd, Winnipeg",49.839664,-97.094129,8,953.17,12049254104,False,$$,Winnipeg
Sushi Gozen Japanese Restaurant,"Sushi Bars, Japanese",Sushi Bars,Japanese,3.0,"1225 St Mary's Road, Winnipeg",49.829062,-97.111948,11,1229.26,12042548247,False,$,Winnipeg
Fu Lin Chinese,"Chinese, Noodles",Chinese,Chinese,4.0,"956 St Mary's Road, Winnipeg",49.84216,-97.1128,5,1764.02,12046155126,False,$,Winnipeg
KimChi Korean Delight,"Food Court, Korean, Barbeque",Barbeque,Korean,2.0,"1225 St.Mary's Road, Winnipeg",49.828264,-97.109057,1,1049.57,12042199876,False,$,Winnipeg
Diana's Cucina Pizza,"Pizza, Italian",Pizza,Italian,3.0,"730 Saint Anne's Road, Winnipeg",49.8233,-97.085153,5,1124.78,12046912828,False,$,Winnipeg
Royal Paan,Indian,Indian,Indian,2.0,"166 Meadowood Drive, Winnipeg",49.826144,-97.109252,3,1155.3,12046154040,False,$,Winnipeg
Tapp's Neighbourhood Pub,"Pubs, Comfort Food, Sports Bars","Pubs, Sports Bars",NA,3.5,"1105 St. Mary's Road, Winnipeg",49.83518,-97.11261,6,1331.19,12042564315,False,$$,Winnipeg
Lamar Donair & Burgers,"Middle Eastern, Donairs, Burgers",Burgers,Middle Eastern,3.0,"17 - 160 Meadowood Drive, Winnipeg",49.82568,-97.110462,1,1256.24,12044217770,False,$$,Winnipeg
Thai Express,Thai,Thai,Thai,1.0,"1225 Saint Mary's Road, Winnipeg",49.828109,-97.108721,1,1032.05,12042558424,False,$$,Winnipeg
Tim Hortons,Cafes,Cafes,NA,1.0,"835 St Mary's Rd, Winnipeg",49.848878,-97.112163,1,2323.15,12042536628,False,$,Winnipeg
Little Caesar's Pizza,Pizza,Pizza,NA,4.0,"845 Dakota St, Winnipeg",49.82891,-97.10457,1,721.61,12042575555,False,$,Winnipeg
Jolly Mug Restaurant,Diners,Diners,NA,3.0,"1077 St Mary's Road, Winnipeg",49.836426,-97.11245,5,1341.91,12042564269,False,$,Winnipeg
Gondola Pizza Restaurants,Pizza,Pizza,NA,2.5,"12 Britannica Rd, Winnipeg",49.8146,-97.11106,3,2163.08,12042556440,False,$,Winnipeg
Copper Penny Restaurant,Restaurants,Restaurants,NA,2.0,"1105 St Mary's Rd, Winnipeg",49.83518,-97.11261,1,1331.19,12042564315,False,$,Winnipeg
Falafel Place,Falafel,Falafel,NA,4.5,"1101 Corydon Ave, Winnipeg",49.8663,-97.1677,47,1891.27,12044895811,False,$$,Winnipeg
Pho Hoang,Vietnamese,Vietnamese,Vietnamese,4.5,"794 Sargent Avenue, Winnipeg",49.89659,-97.16797,68,1756.18,12044156893,False,$$,Winnipeg
Thom Bargen Coffee and Tea,"Canadian (New), Coffee & Tea",Coffee & Tea,Canadian (New),4.5,"64 Sherbrook Street, Winnipeg",49.880777,-97.159964,27,1264.47,<NA>,False,$,Winnipeg
De Luca's Specialty Food Store,"Grocery, Delis, Cooking Classes",Grocery,NA,4.0,"950 Portage Avenue, Winnipeg",49.8846,-97.173121,14,425.12,12047747617,False,$$,Winnipeg
Preservation Hall,"French, Wine Bars, Steakhouses","Wine Bars, Steakhouses",French,5.0,"655 Empress Street, Winnipeg",49.887421,-97.196151,10,1349.32,12047832386,False,$$,Winnipeg
529 Wellington,Steakhouses,Steakhouses,NA,4.0,"529 Wellington Cresent, Winnipeg",49.87655,-97.16128,74,1300.0,12044878325,False,$$$$,Winnipeg
Pizzeria Gusto,"Pizza, Wine Bars, Italian","Pizza, Wine Bars",Italian,4.0,"404 Academy Road, Winnipeg",49.87353,-97.18344,35,1026.28,12049448786,False,$$$,Winnipeg
Rae and Jerry's Steak House,"Steakhouses, Lounges, Caterers",Steakhouses,NA,3.5,"1405 Portage Avenue, Winnipeg",49.88267,-97.19253,58,1083.7,12047836155,False,$$$,Winnipeg
Tre Visi Cafe,Italian,Italian,Italian,4.5,"926 Grosvenor Avenue, Winnipeg",49.870461,-97.163072,13,1650.02,12044754447,False,$$,Winnipeg
Verde Juice Bar,"Juice Bars & Smoothies, Salad, Coffee & Tea","Juice Bars & Smoothies, Coffee & Tea",NA,5.0,"887 Westminster Avenue, Winnipeg",49.88181,-97.17095,4,474.15,12046158733,False,$$,Winnipeg
Wall Street Slice,Pizza,Pizza,NA,4.5,"753 Wall Street, Winnipeg",49.88898,-97.18227,15,848.36,12042217272,False,$$,Winnipeg
Sargent Taco Shop,Mexican,Mexican,Mexican,4.5,"698 Sargent Avenue, Winnipeg",49.89644,-97.16335,16,1904.04,12045051121,False,$$,Winnipeg
The Grove Pub & Restaurant,"British, Pubs",Pubs,British,4.0,"164 Stafford St, Winnipeg",49.87072,-97.16318,24,1619.58,12044153262,False,$$,Winnipeg
Pho Kim Tuong,Vietnamese,Vietnamese,Vietnamese,4.0,"856 Ellice Avenue, Winnipeg",49.89311,-97.1709,21,1322.83,12046618888,False,$,Winnipeg
Máquè,Asian Fusion,Asian Fusion,Asian Fusion,4.5,"909 Dorchester Avenue, Winnipeg",49.87001,-97.16265,16,1709.45,12042843385,False,$,Winnipeg
Tim Hortons,Cafes,Cafes,NA,4.0,"1146 Portage Ave, Winnipeg",49.88347,-97.18137,2,316.32,12047755203,False,$$,Winnipeg
Roughage Eatery,Vegan,Vegan,NA,5.0,"126 Sherbrook Street, Winnipeg",49.88262,-97.159901,8,1263.08,12047798344,False,$$,Winnipeg
Lucky Koi Chinese Restaurant,Chinese,Chinese,Chinese,5.0,"1100 Portage Avenue, Winnipeg",49.883883,-97.179335,1,244.85,12049439933,False,$$,Winnipeg
QDOBA Mexican Eats,"Mexican, Fast Food",Fast Food,Mexican,4.0,"1340 Ellice Ave, Winnipeg",49.893643,-97.19502,21,1801.04,12047831601,False,$,Winnipeg
Cilantro's Modern Indian Cuisine,Indian,Indian,Indian,4.5,"1132 Portage Ave, Winnipeg",49.883782,-97.180175,2,273.53,12043066354,False,$,Winnipeg
Aladin's,"Pizza, Mediterranean, Italian",Pizza,"Mediterranean, Italian",4.5,"912 Portage Avenue, Winnipeg",49.88486,-97.17099,4,566.59,12044164560,False,$,Winnipeg
Cindy's Burgers & Subs,"Sandwiches, Burgers","Sandwiches, Burgers",NA,3.5,"904 Portage Avenue, Winnipeg",49.88509,-97.17009,10,638.17,12047791136,False,$,Winnipeg
Viena Do Castelo,"Portuguese, Bakeries, Grocery",Portuguese,NA,4.5,"105-819 Sargent Ave, Winnipeg",49.897091,-97.169411,8,1755.91,12044154615,False,$,Winnipeg
Rice Bowl,"Vietnamese, Filipino, Chinese",Vietnamese,"Vietnamese, Filipino, Chinese",4.5,"641 Sargent Avenue, Winnipeg",49.896878,-97.161169,8,2024.34,12047792777,False,$,Winnipeg
Montana's,"Steakhouses, Comfort Food, Canadian (New)",Steakhouses,Canadian (New),3.5,"665 Empress Street, Winnipeg",49.886484,-97.194592,22,1320.85,12047899939,False,$$,Winnipeg
Sabai Thai Eatery,Thai,Thai,Thai,3.5,"1113 Corydon Avenue, Winnipeg",49.866024,-97.168156,14,1890.52,12048886508,False,$$,Winnipeg
Subway,"Sandwiches, Fast Food","Sandwiches, Fast Food",NA,1.0,"1132 Portage Avenue, Winnipeg",49.883631,-97.180333,1,270.19,12047838822,False,$$,Winnipeg
Slices Pizza,Pizza,Pizza,NA,3.5,"1329 Portage Avenue, Winnipeg",49.882811,-97.188999,14,828.15,12047863434,False,$,Winnipeg
Taco Del Mar,"Mexican, Tex-Mex, Fast Food",Fast Food,Mexican,1.0,"1132 Portage Ave, Winnipeg",49.883694,-97.18011,1,263.32,<NA>,False,$,Winnipeg
Portage Meat & Sausage Deli,"Delis, Sandwiches",Sandwiches,NA,3.5,"1032 Portage Avenue, Winnipeg",49.884254,-97.176267,3,264.47,12047755023,False,$,Winnipeg
Blady Middle Eastern,"Middle Eastern, Mediterranean",Middle Eastern,"Middle Eastern, Mediterranean",5.0,"1324 Portage Ave, Winnipeg",49.882315,-97.189116,2,832.51,12046152994,False,$,Winnipeg
Dairy Queen Grill & Chill,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",NA,2.0,"981 Portage Ave, Winnipeg",49.884868,-97.175269,3,354.58,12047744849,False,$$,Winnipeg
Shorty’s Pizza,"Italian, Pizza, Sandwiches","Pizza, Sandwiches",Italian,4.5,"53 Maryland Street, Winnipeg",49.8805,-97.16082,7,1203.8,12047797968,False,$$,Winnipeg
Flea Whiskey's,"Pool Halls, American",Pool Halls,American,3.5,"601 Erin Street, Winnipeg",49.8835,-97.185075,4,593.39,12047752727,False,$,Winnipeg
The Original Pancake House,"Breakfast & Brunch, Desserts, Waffles",Desserts,NA,3.0,"1445 Portage Avenue, Winnipeg",49.882332,-97.195378,18,1280.99,12047759035,False,$$,Winnipeg
Domino's Pizza,Pizza,Pizza,NA,1.0,"980 Portage Avenue, Winnipeg",49.884406,-97.17508,2,311.53,12049875550,False,$$,Winnipeg
Nhu Quynh Restaurant,Vietnamese,Vietnamese,Vietnamese,4.0,"609 Ellice Ave, Winnipeg",49.8932,-97.15952,8,1775.59,12047861182,False,$,Winnipeg
Mr Calzone,"Halal, Middle Eastern, Pizza",Pizza,Middle Eastern,3.5,"749 Ellice Avenue, Winnipeg",49.893311,-97.165827,11,1508.43,12047793408,False,$,Winnipeg
Tim Hortons,Cafes,Cafes,NA,5.0,"949 Corydon Ave, Winnipeg",49.86837,-97.161079,2,1921.04,12042845411,False,$,Winnipeg
Tropikis Restaurant,Restaurants,Restaurants,NA,4.0,"878 Ellice Ave, Winnipeg",49.89323,-97.17228,10,1301.86,12047884733,False,$$,Winnipeg
Taco Bell,Mexican,Mexican,Mexican,5.0,"1275 Portage Avenue, Winnipeg",49.883252,-97.186465,1,656.32,12049878004,False,$$,Winnipeg
Santa Lucia Pizza,"Pizza, Italian, Greek",Pizza,"Italian, Greek",4.0,"905 Corydon Avenue, Winnipeg",49.86897,-97.159633,8,1935.73,12044888090,False,$$,Winnipeg
Hildegard's Bakery,"Pizza, Coffee & Tea, Bakeries","Pizza, Coffee & Tea",NA,4.0,"686 Portage Avenue, Winnipeg",49.887682,-97.160787,4,1352.98,12046150889,False,$$,Winnipeg
One Sixteen,"Coffee & Tea, Burgers, Beer Bar","Coffee & Tea, Burgers, Beer Bar",NA,3.0,"116 Sherbrook Street, Winnipeg",49.88221,-97.15993,4,1258.69,14318872337,False,$$,Winnipeg
Banza Noodle &Tea House,"Asian Fusion, Bubble Tea",Asian Fusion,Asian Fusion,5.0,"102 Sherbrook Street, Winnipeg",49.882011,-97.159771,4,1272.91,12043064188,False,$$,Winnipeg
Shawarma Time Restaurant,Halal,Halal,NA,2.5,"616 Ellice Ave, Winnipeg",49.89284,-97.159859,17,1740.67,12047742109,False,$,Winnipeg
Hi-Ball Restaurant,"Chinese, Seafood, Soup",Seafood,Chinese,3.0,"421 Academy Road, Winnipeg",49.87396,-97.184555,7,1039.79,12044884487,False,$,Winnipeg
